ID,var_rpta_alt
127898#488341#592001,0
54750#777465#302877,0
361514#939358#140984,0
105357#109126#978672,1
56993#465472#614870,1
473129#742745#337597,0
554405#1022864#57478,0
242245#123613#964211,0
541077#1022640#57702,1
600164#527104#553238,1
593634#421995#657992,0
184853#527467#552875,0
547100#244575#838423,0
568170#286985#796074,0
271997#260117#822862,1
234757#542804#537538,0
613805#912358#167984,0
370485#507704#572638,0
129724#870225#210117,0
186824#1017773#62569,0
120970#1059869#20473,0
258445#1060658#19684,0
12033#784505#295837,0
93639#255100#827888,0
20267#536608#543734,0
502817#427749#652235,1
153575#830497#249845,1
157559#190121#898115,0
42560#448703#631653,1
421979#758516#321826,1
309463#510055#570287,1
171160#441625#638683,1
71422#632545#447797,1
209180#857717#222625,0
356474#294886#788208,0
258929#464683#615659,0
351231#541901#538441,1
381242#740278#340064,1
207796#572897#507445,1
237852#784001#296341,0
485441#856673#223669,1
229158#233384#849446,0
88553#107058#980731,0
93917#416634#663360,0
260078#1004068#76274,0
606639#345173#735508,1
65734#101592#986180,0
168015#566241#514101,1
448815#966384#113958,0
617348#885793#194549,0
91694#478464#601878,1
431991#822761#257581,1
233845#391742#688164,0
274214#197353#890907,0
575896#981946#98396,1
225036#212107#870647,1
329218#56849#1048102,0
4916#559137#521205,0
265827#703587#376755,0
380249#246144#836847,1
584671#989396#90946,1
414831#444775#635556,0
290969#802029#278313,0
226301#336804#743785,1
137855#1010011#70331,1
612789#1034513#45829,0
136429#352745#727126,1
444020#263395#819594,1
221886#803427#276915,1
388591#1064295#16047,1
373190#598708#481634,0
576326#819311#261031,1
161757#879701#200641,1
74070#548863#531479,0
167972#389959#689905,1
391225#335904#744682,1
443207#720998#359344,0
171194#143811#944293,1
402858#456941#623381,0
464763#445281#635050,1
106332#306661#776456,1
244634#1022068#58274,0
560263#652884#427458,1
38180#79703#1025485,1
119057#541103#539239,1
389936#436514#643750,1
322756#1021741#58601,0
250299#996017#84325,0
23742#330234#750469,0
116719#338987#741658,0
592801#67979#1037062,0
560455#739061#341281,0
149247#126117#961714,0
20532#410458#669469,1
146747#457706#622627,0
164798#955464#124878,0
299391#133820#954184,1
261562#615554#464788,0
363360#198202#890061,1
576991#851891#228451,1
402821#1048227#32115,1
477172#949134#131208,1
586714#270107#812905,1
164391#1069135#11207,0
324887#571451#508891,1
350625#52289#1052659,0
481933#790493#289849,0
262253#447460#632888,0
560781#653372#426970,1
454830#302794#780320,0
206106#356770#723092,1
223807#808077#272265,1
354831#721007#359335,0
488603#314177#768959,1
558937#640241#440101,0
448272#496777#583565,0
55737#348046#732690,1
206898#124593#963233,0
527292#58481#1046501,1
435606#657257#423085,1
123153#724334#356008,0
154070#809054#271288,0
615420#59929#1045045,0
140793#589789#490553,0
113004#433456#646670,1
573352#822192#258150,1
182020#580792#499550,0
362436#974617#105725,0
252562#672228#408114,1
301618#1053651#26691,0
420435#847753#232589,0
26801#268433#814580,1
597374#871958#208384,0
332891#60144#1044834,1
44028#869479#210863,1
531336#779159#301183,0
438828#744561#335781,0
557304#741852#338490,0
132111#279628#803418,0
106509#888265#192077,1
361987#712498#367844,0
612895#291553#791510,0
188762#191631#896608,1
40704#139930#948174,1
596041#394774#685136,1
211497#896357#183985,0
103459#785513#294829,0
410412#841198#239144,0
366514#728935#351407,1
391343#368054#711808,1
366398#239351#843664,1
161274#230014#852820,1
629933#240596#842423,0
503896#239141#843868,1
146053#963652#116690,1
209875#281095#801949,1
164019#111475#976330,0
212302#632296#448046,0
269249#429579#650421,1
122521#832688#247654,1
392973#984392#95950,0
368594#990356#89986,0
84971#1017448#62894,0
197205#999631#80711,0
193245#606968#473374,1
427027#137596#950513,1
220379#995436#84906,1
270354#366132#713719,1
276428#507746#572596,0
588456#675337#405005,1
139594#516507#563835,0
336805#357246#722618,0
204778#1014930#65412,0
11544#211516#871238,0
482822#768461#311881,0
574013#766378#313964,1
255009#134463#953589,0
320023#388369#691483,1
274297#805093#275249,1
588192#285903#797161,1
437541#303172#779938,0
399423#84576#1020675,1
33549#865962#214380,0
593772#731417#348925,0
335141#66104#1038922,1
539844#1044431#35911,1
462359#245000#837996,0
419023#612521#467821,0
148746#255032#827955,1
39997#717283#363059,0
169725#331616#748948,0
626511#925704#154638,1
275640#841083#239259,0
249645#722764#357578,0
577849#878031#202311,0
118697#1017481#62861,0
171537#676540#403802,0
186616#255480#827503,0
487197#1062368#17974,0
425039#590514#489828,0
563769#985423#94919,1
532111#663915#416427,0
591493#870398#209944,1
444010#92237#995526,1
194025#1068828#11514,0
629188#209910#872825,0
119608#297255#785845,0
604123#54775#1050173,0
64615#1033683#46659,0
311171#501809#578533,0
398489#240595#842424,1
364207#749669#330673,0
168133#558014#522328,1
515346#536687#543655,0
338668#293004#790073,1
347496#648712#431630,1
318158#882320#198022,0
293008#689192#391150,0
255304#645647#434695,0
174997#821436#258906,0
205391#206141#879136,1
56711#140015#948090,1
168944#123093#964727,1
162162#573336#507006,0
495953#805795#274547,1
366534#976467#103875,1
305080#720506#359836,0
180658#971960#108382,1
16736#791347#288995,0
376955#973480#106862,1
464416#988344#91998,0
517028#275880#807147,1
154258#35377#1069679,1
47339#656803#423539,1
407822#1075529#4813,0
101135#181417#906719,0
197021#305365#777738,1
108571#203119#882114,1
439756#701463#378879,0
410716#1050478#29864,0
505480#104763#983009,0
127385#475580#604762,1
165272#1037669#42673,1
533958#963752#116590,0
22932#759369#320973,0
279322#631108#449234,0
170516#1064928#15414,0
184306#1040644#39698,1
41940#148846#939246,1
521923#34670#1070375,1
204203#665033#415309,0
580073#74656#1030396,0
473393#889420#190922,0
139844#603896#476446,0
200585#532732#547610,0
78234#651538#428804,0
427273#1068856#11486,0
421419#1062870#17472,1
111413#995160#85182,1
220011#867155#213187,0
543910#1058580#21762,1
144586#247161#835839,1
237726#440558#639748,1
246391#445639#634687,1
349197#540375#539967,0
24156#801124#279218,0
250528#598161#482181,1
183847#1029414#50928,0
528258#296031#787074,0
368061#221586#861203,0
43112#260764#822222,0
592323#586433#493909,0
494249#457057#623267,0
526796#305409#777695,0
274508#1052965#27377,0
483817#768838#311504,1
313948#649463#430879,1
412313#793444#286898,0
102585#690113#390229,0
32891#167183#920944,1
223727#1060039#20303,0
397907#413751#666171,1
526002#39587#1065509,0
346166#372599#707255,0
210013#355447#724419,1
592970#957980#122362,1
283894#990589#89753,0
27994#1009870#70472,1
105335#366826#713034,0
223540#820710#259632,0
103231#810850#269492,0
378616#213304#869448,0
317078#455980#624349,1
97721#1029339#51003,0
37987#764590#315752,1
180560#708317#372025,0
515851#791989#288353,1
522804#1025636#54706,0
589655#45825#1059008,1
106176#315112#768028,0
272668#836288#244054,0
432674#730539#349803,0
60901#1034118#46224,0
480715#880189#200153,0
620793#1071295#9047,0
554606#149926#938166,0
493268#833289#247053,1
324960#597887#482455,1
361487#552938#527404,0
314061#806583#273759,0
633094#738986#341356,0
550672#1003488#76854,0
365604#249386#833612,1
226480#1046412#33930,0
70454#473000#607342,1
120494#641679#438663,0
298734#34371#1070665,1
387962#153069#935034,0
132330#945875#134467,0
525962#34205#1070827,1
558302#371299#708551,0
80191#45885#1058949,0
172236#709883#370459,0
264003#984463#95879,0
253063#615891#464451,1
419847#1010421#69921,1
462638#1008504#71838,0
312010#585793#494549,1
319061#223342#859457,0
520744#635675#444667,0
568481#360001#719862,1
64613#467487#612855,1
49855#851292#229050,0
237773#682593#397749,0
197249#761747#318595,0
521884#296126#786978,1
342712#764342#316000,1
300569#205666#879602,0
454755#774452#305890,0
501497#323459#759672,0
457266#176476#911630,1
145802#87597#1017677,0
330183#682956#397386,0
271287#562125#518217,0
333795#755497#324845,1
47188#1014907#65435,1
29348#217622#865149,1
237188#329931#750769,1
236766#683825#396517,0
632868#799415#280927,0
229823#329837#750864,1
412581#868521#211821,1
1982#202359#882874,0
608466#909832#170510,0
227015#520863#559479,1
442029#1076936#3406,0
137438#955646#124696,0
65840#166282#921840,0
99601#283830#799221,1
399968#151121#936975,0
507368#763585#316757,0
295150#435166#645039,1
229846#848293#232049,1
177449#1011350#68992,0
515960#303202#779908,1
509703#831443#248899,1
906#597089#483253,1
109721#621123#459219,0
563325#868954#211388,0
91409#654655#425687,0
327042#63418#1041577,0
260691#456426#623899,1
217342#576890#503452,1
178452#302748#780366,1
307707#509989#570353,0
508731#339084#741560,1
144800#450918#629446,0
227656#806505#273837,0
432623#216478#866293,1
507536#93743#994034,0
90042#701811#378531,1
1874#365150#714707,1
285440#977266#103076,1
32553#1006467#73875,0
619262#862225#218117,0
547116#66092#1038935,1
30621#783704#296638,0
296807#1031806#48536,1
218102#956505#123837,0
579218#62625#1042363,0
112960#190386#897850,1
540723#870297#210045,0
561169#655786#424556,0
333649#373936#705918,1
427877#1054129#26213,0
17502#172048#916075,1
596767#661068#419274,0
358236#354995#724873,0
336373#270881#812127,1
386638#78855#1026291,0
356113#970934#109408,0
281388#117564#970258,0
161505#1008449#71893,1
236315#796708#283634,1
156896#815717#264625,0
411042#962878#117464,1
144015#90496#1014832,0
534696#874614#205728,1
295122#1031849#48493,0
550837#475217#605125,0
627248#229950#852883,0
374564#760705#319637,0
92321#275702#807323,0
200568#545015#535327,1
495982#825712#254630,1
179862#967533#112809,1
45200#535066#545276,0
403995#760379#319963,1
22879#715722#364620,0
542012#489184#591158,0
125550#795304#285038,1
212565#364790#715064,0
510446#764212#316130,0
149517#647882#432460,1
31154#154463#933652,1
46928#664234#416108,1
261936#558422#521920,1
273578#185728#902418,1
60159#486311#594031,0
501269#825254#255088,0
389820#187859#900301,1
167672#185561#902586,1
190120#314902#768236,1
84666#379166#700690,0
283779#1015114#65228,0
541400#852568#227774,1
351339#621197#459145,1
370278#1079399#943,0
67798#1043415#36927,0
273518#1004933#75409,0
136672#822666#257676,1
165615#553115#527227,1
83222#194466#893789,0
250346#724083#356259,0
105094#1015862#64480,0
561794#373177#706676,1
336185#328906#751788,0
184756#761761#318581,0
568391#653221#427121,0
155106#576945#503397,0
230671#331381#749181,1
316434#463602#616740,0
171302#1054390#25952,0
595594#137161#950943,1
507638#560546#519796,1
267324#969279#111063,1
61526#144679#943421,1
591737#870019#210323,1
186438#522916#557426,1
516124#795309#285033,0
22739#804636#275706,1
243303#867710#212632,1
2546#225459#857349,1
337283#829821#250521,0
533883#991729#88613,0
461825#522066#558276,0
97684#436720#643557,1
354247#77549#1027537,0
238522#784142#296200,0
14675#639328#441014,0
547131#564270#516072,0
53509#224209#858593,1
559984#1007428#72914,0
351734#611351#468991,0
244093#877579#202763,0
267130#402278#677641,1
364594#619888#460454,1
246338#34417#1070622,1
538160#358530#721332,0
364025#157777#930324,0
131080#898879#181463,1
249591#616957#463385,1
38524#317850#765286,1
99969#646364#433978,0
33429#1032117#48225,0
170159#734682#345660,0
403633#111873#975935,1
247855#419636#660358,1
562736#665768#414574,1
589821#339110#741534,0
47666#487490#592852,0
283873#235894#847009,1
92348#1018704#61638,0
557679#796367#283975,0
490793#967401#112941,0
409359#85356#1019903,1
210168#906565#173777,0
532418#869001#211341,0
97003#757076#323266,0
455601#796908#283434,1
261175#138001#950098,0
538743#537013#543329,1
608226#437748#642543,0
306920#987776#92566,0
118227#163134#924983,1
33719#1060042#20300,0
452447#86622#1018645,1
152105#854798#225544,0
482587#981680#98662,0
473554#558742#521600,1
539373#974641#105701,0
353008#331329#749233,1
417207#65515#1039500,0
262579#213550#869213,0
191581#713665#366677,1
512298#215897#866869,0
137021#282290#800763,1
41603#532053#548289,1
336805#715205#365137,0
300699#1065201#15141,0
136726#513985#566357,0
387252#848367#231975,0
112648#959865#120477,1
589427#71186#1033870,1
392637#326075#757061,1
592421#139988#948117,0
102584#245266#837731,1
53065#649747#430595,0
302355#798034#282308,1
553565#909892#170450,1
32210#425222#654752,0
409917#1050434#29908,1
463747#1005382#74960,0
290395#462761#617581,1
179720#340064#740584,1
521755#885794#194548,1
460035#163311#924808,0
455957#422788#657195,1
327747#367976#711887,1
569307#557461#522881,0
286621#444621#635710,0
550231#59112#1045861,0
620491#228037#854790,0
88283#1079246#1096,0
445813#868976#211366,1
122372#738697#341645,1
560446#297313#785787,0
507969#815270#265072,0
82111#674538#405804,0
569575#413517#666401,0
277671#437127#643156,1
275857#473373#606969,0
218304#718697#361645,0
363285#598069#482273,1
228271#617943#462399,0
247351#573842#506500,1
142536#132990#954957,0
23913#623967#456375,0
223779#887277#193065,1
309854#787948#292394,0
335145#386186#693665,1
609180#898886#181456,0
312831#947538#132804,0
78143#483106#597236,0
431980#798424#281918,0
146841#382191#697663,0
104105#1011251#69091,0
280238#318856#764280,0
64077#780115#300227,1
43377#481967#598375,1
336813#258679#824308,0
266786#224994#857816,1
33640#698219#382123,0
339088#144909#943190,1
167477#430513#649499,1
375857#846795#233547,1
391426#999345#80997,0
422156#1075801#4541,0
122306#993032#87310,0
488110#424014#655969,1
467850#556546#523796,1
524885#393766#686140,1
569018#687683#392659,0
286874#99755#988029,1
86379#153901#934214,1
144544#454017#626326,1
368296#392991#686916,1
427069#860820#219522,1
470812#1026428#53914,0
229080#357714#722148,0
611149#890900#189442,1
91276#982214#98128,0
141233#887474#192868,1
488752#532910#547432,0
232303#324303#758825,1
474282#744810#335532,1
56122#390047#689822,1
325107#398440#681469,1
553137#553780#526562,0
393577#840631#239711,1
128213#663953#416389,1
404983#579149#501193,0
206248#368646#711213,0
622031#396681#683226,1
228995#193891#894360,0
66451#869312#211030,1
377300#322753#760383,1
961#329351#751346,1
488809#1068849#11493,0
196806#466331#614011,0
408740#1042939#37403,0
552905#230622#852214,1
535117#358114#721748,1
328221#774054#306288,1
191850#189019#899178,0
133638#784934#295408,0
624706#405990#673934,1
504077#400155#679752,0
513985#678433#401909,1
279606#770715#309627,1
431797#1071021#9321,1
414984#672364#407978,1
454407#1045747#34595,0
207911#311658#771484,0
541302#842180#238162,0
57271#383072#696778,1
122693#254280#828712,1
624595#294428#788662,1
118836#129419#958433,1
341865#875772#204570,0
246642#948786#131556,0
297955#279736#803311,1
517561#80699#1024540,0
543579#543406#536936,0
194834#599190#481152,1
434446#185682#902464,0
78788#238330#844658,0
363694#668788#411554,1
304034#810701#269641,0
364401#442619#637687,0
47578#238535#844461,0
5912#134408#953643,1
417909#242806#840206,0
226211#110030#977768,0
448335#1002035#78307,1
159497#846806#233536,0
25226#124674#963151,1
127319#621747#458595,0
160301#284318#798738,1
10119#392186#687715,0
64117#145821#942277,0
540171#41280#1063821,0
370828#648580#431762,0
118104#645762#434580,0
385690#592593#487749,1
37793#230649#852187,0
401295#320839#762318,0
73701#1004276#76066,0
410713#963011#117331,1
254155#970271#110071,0
392610#807410#272932,1
632705#682590#397752,1
20209#82473#1022779,1
263475#125533#962301,1
415726#956431#123911,0
444508#1063397#16945,1
164698#530502#549840,1
110446#1066775#13567,1
311995#851266#229076,0
72575#527092#553250,0
129774#672733#407609,1
613293#242354#840660,1
335893#969508#110834,1
621713#595796#484546,0
388464#746618#333724,1
233229#346455#734251,1
36139#337599#743020,1
537753#404759#675164,1
569926#874992#205350,0
360444#74664#1030388,1
20712#83759#1021492,0
156017#576773#503569,0
277139#795183#285159,0
291234#1030342#50000,0
488999#707752#372590,0
593486#752941#327401,1
583153#1009784#70558,1
20776#904813#175529,0
1470#246471#836526,1
341263#672223#408119,1
526843#1014225#66117,0
442827#944007#136335,1
417630#151814#936292,1
219033#778193#302149,1
30970#348823#731925,0
499726#929672#150670,0
138404#737313#343029,0
594345#1043303#37039,0
184414#318088#765052,1
615734#772268#308074,0
120944#214538#868220,1
106458#163277#924842,1
316860#959479#120863,1
598676#562417#517925,0
61563#1032356#47986,0
504027#354035#725827,1
50500#199944#888325,1
24146#702138#378204,1
472001#742796#337546,1
630569#355907#723955,1
394646#854603#225739,0
286857#221225#861568,1
2267#654295#426047,0
4916#559143#521199,0
51394#985063#95279,1
160866#566082#514260,0
53901#537936#542406,1
130475#54697#1050252,0
494176#100709#987072,1
425501#50049#1054795,0
548570#180866#907266,1
274224#618780#461562,0
106805#652810#427532,0
268304#1041235#39107,0
58129#313402#769733,1
162869#128967#958884,1
602065#253315#829685,1
132474#343925#736750,1
282487#45246#1059579,1
401624#971277#109065,1
542714#264111#818879,0
288828#1018552#61790,0
39141#832590#247752,1
445308#866393#213949,0
353710#867364#212978,0
81859#732254#348088,1
470643#632597#447745,0
505117#562221#518121,0
450339#1009150#71192,0
383605#130244#957600,1
526228#803237#277105,1
76854#810882#269460,0
554788#906295#174047,0
437876#272049#810966,1
53092#482362#597980,1
265817#679213#401129,1
117523#88102#1017201,0
118892#142969#945128,0
180252#868702#211640,0
615940#58851#1046123,1
182470#867510#212832,0
183201#654233#426109,0
280448#1038077#42265,0
56195#806342#274000,1
425062#168710#919422,1
448272#496808#583534,1
585198#683541#396801,1
564170#569703#510639,1
38527#526170#554172,0
522752#1025638#54704,0
410126#1042633#37709,0
426716#746727#333615,0
454930#594625#485717,1
241232#709686#370656,1
428671#868848#211494,0
216803#795558#284784,0
60576#668198#412144,0
6706#617996#462346,0
376111#554296#526046,1
125774#794154#286188,0
566840#195328#892928,0
69539#646858#433484,0
388245#1061601#18741,0
361258#727364#352978,1
245082#190506#897731,1
514112#335950#744637,0
143135#959153#121189,0
112679#202794#882440,1
170615#719964#360378,1
422063#365607#714250,1
231297#414826#665110,0
240745#710752#369590,1
413420#309816#773316,0
237525#230672#852164,0
22741#455261#625079,0
477219#242133#840883,1
127518#635748#444594,1
126711#313539#769598,0
178948#242240#840775,0
354337#145095#943004,1
132781#688541#391801,0
422424#388004#691847,1
292730#701580#378762,0
115001#796692#283650,0
115389#460873#619467,1
283988#485494#594848,0
254259#434526#645651,0
297685#283149#799908,0
24102#300914#782201,1
48531#492170#588172,0
366180#1049060#31282,1
12846#347690#733034,1
243682#331247#749312,1
117146#196904#891355,0
77577#110823#976984,1
321466#357191#722673,1
301748#513628#566714,0
249267#809446#270896,0
400350#548461#531881,1
14925#878909#201433,0
605070#645608#434734,0
380983#336436#744145,1
109622#1036183#44159,1
117441#497147#583195,0
549788#1018499#61843,0
503209#793223#287119,1
331996#160690#927417,0
518905#690749#389593,1
308491#689365#390977,0
548091#1044310#36032,0
608032#751544#328798,1
398998#958855#121487,0
418465#1038047#42295,0
212960#1027672#52670,0
48761#1008056#72286,0
258098#781284#299058,0
397587#251126#831873,0
199951#1074673#5669,0
248847#707382#372960,1
410124#987634#92708,0
25425#1053682#26660,1
225153#537450#542892,1
218936#561478#518864,0
473469#969092#111250,1
147388#499419#580923,1
91418#119129#968698,1
177763#128054#959797,1
631244#931726#148616,0
300565#586036#494306,1
82581#538485#541857,0
239998#892483#187859,1
473691#702707#377635,0
239289#547554#532788,0
593908#96122#991650,0
322288#1074155#6187,0
162748#302591#780524,1
103114#728988#351354,0
364651#403084#676836,0
234418#683539#396803,0
487925#569036#511306,1
219538#394059#685849,0
289736#533109#547233,0
94832#326514#756619,1
449088#681521#398821,0
562938#52514#1052435,0
248935#463148#617194,0
3303#973711#106631,0
91440#869476#210866,0
49016#671659#408683,1
575242#976612#103730,0
619573#429781#650221,1
629709#892315#188027,1
124032#103488#984284,1
493501#805897#274445,0
237559#683634#396708,1
178903#437066#643216,1
476086#104624#983148,1
159583#586509#493833,0
159347#955405#124937,0
431486#591431#488911,1
42772#792975#287367,0
582131#859434#220908,0
382409#406859#673065,0
357749#897790#182552,1
277606#866286#214056,0
90285#324028#759104,1
371595#649442#430900,0
226703#1069997#10345,0
305749#640610#439732,0
331238#396724#683184,1
237650#796701#283641,0
630923#957987#122355,0
563549#985588#94754,0
279340#873102#207240,1
622308#773669#306673,1
289871#710071#370271,0
120876#620682#459660,1
338861#171974#916152,0
316905#399170#680744,1
1525#852655#227687,0
125579#43604#1061214,0
231175#731391#348951,1
391324#295489#787606,1
41608#885929#194413,0
297151#319760#763391,0
595187#432432#647649,1
188119#1065386#14956,0
417952#232957#849876,0
396388#315044#768094,1
33820#503712#576630,1
245703#871808#208534,1
266851#198693#889571,1
250747#161246#926864,1
163243#90518#1014815,0
412541#200596#887673,0
63945#247839#835160,0
162987#759204#321138,0
400624#54219#1050726,1
260972#35294#1069760,0
366726#246234#836762,1
39670#396663#683245,1
613334#157607#930493,1
62530#666431#413911,0
130893#858627#221715,0
621137#862296#218046,0
252641#1049037#31305,0
205116#807895#272447,1
265135#598547#481795,0
93544#860136#220206,1
12840#837728#242614,0
144729#47103#1057729,0
600972#120294#967530,1
586959#959102#121240,1
543431#402070#677846,1
224218#755577#324765,0
476218#228334#854491,0
611629#708106#372236,0
632573#852231#228111,0
110657#753561#326781,1
33620#646817#433525,0
153268#594040#486302,0
24678#568264#512078,0
369030#329754#750947,0
326253#1076858#3484,0
200536#792642#287700,1
566005#573743#506599,1
11952#337625#742994,0
486522#363908#715942,1
443128#146389#941706,0
273624#612671#467671,0
138593#946722#133620,0
370091#506836#573506,1
79450#855049#225293,1
367972#326992#756137,0
356164#271480#811535,1
170660#224740#858069,1
567272#429647#650355,0
437774#419077#660913,1
614556#344676#736002,1
475055#67321#1037711,1
183284#853020#227322,0
416987#55805#1049153,1
216963#102390#985382,1
613076#200403#887866,1
583489#363696#716155,1
166252#704566#375776,1
518905#690792#389550,0
423471#558266#522076,0
40978#947942#132400,1
330588#57562#1047403,1
352712#87933#1017362,0
369416#295233#787862,1
273183#507069#573273,1
466083#469769#610573,0
516878#868726#211616,0
5469#139897#948206,0
278311#466051#614291,0
432082#942540#137802,1
126510#630667#449675,0
40959#816562#263780,0
124245#282283#800770,1
519667#397676#682227,0
586981#1028680#51662,1
51511#627144#453198,0
157612#559783#520559,1
501429#833133#247209,0
2911#712031#368311,0
140674#480575#599767,0
82967#787811#292531,1
211454#422559#657429,0
412743#441189#639125,1
123222#692727#387615,0
200205#318141#764998,0
87372#867082#213260,0
231302#951664#128678,1
606086#417981#662017,1
467043#871932#208410,0
406526#862256#218086,0
15620#649573#430769,1
606002#1017324#63018,0
36625#258981#824010,1
161049#867514#212828,0
457630#295968#787135,0
40159#836307#244035,0
193897#119511#968317,0
321272#1038508#41834,1
210241#869024#211318,0
290108#179695#908426,1
427638#369060#710798,1
483182#981624#98718,1
481903#200414#887855,0
476368#99589#988194,1
130066#489591#590751,0
450233#450735#629633,0
236890#402039#677879,1
360750#595337#485005,0
618710#492877#587465,0
64181#646262#434080,0
209406#311563#771581,0
622904#1057308#23034,0
516738#467458#612884,0
541413#1012937#67405,0
168538#437012#643269,1
229641#1008498#71844,1
377296#814794#265548,1
50523#442458#637848,0
479444#622415#457927,0
371086#1044674#35668,0
198287#748795#331547,0
473788#114954#972866,1
392090#248058#834944,0
190019#997242#83100,0
352788#137059#951045,1
126424#646643#433699,0
623554#1070073#10269,0
157482#465041#615301,0
81958#371471#708379,1
283541#610119#470223,1
560831#665767#414575,0
211502#892004#188338,0
566223#867930#212412,1
294938#655928#424414,0
72284#39740#1065353,1
460845#888216#192126,1
451038#880071#200271,0
202357#447952#632402,0
146717#348654#732093,1
29389#124748#963078,1
562842#481052#599290,0
607043#673100#407242,0
87004#654158#426184,0
248694#746712#333630,0
369589#262753#820229,1
380047#414165#665759,1
290663#834271#246071,1
397162#170208#917928,0
42897#618248#462094,1
184113#809680#270662,0
198354#605663#474679,1
307888#802536#277806,0
110199#557242#523100,1
259267#720713#359629,0
532601#794109#286233,0
185753#99494#988288,0
327138#867254#213088,0
263644#133665#954326,0
413246#721727#358615,1
95202#880180#200162,0
539824#135814#952276,1
159500#116279#971538,1
66604#515250#565092,0
186832#186905#901242,1
391036#445890#634441,1
297809#859321#221021,0
230111#963757#116585,0
84072#726235#354107,0
501274#366214#713638,0
541596#842194#238148,0
582317#669479#410863,0
524834#387863#691989,1
615061#315448#767692,0
592088#1073245#7097,0
67110#108712#979081,1
583519#1019052#61290,1
433095#143430#944673,1
427214#141044#947059,0
377565#397760#682141,0
317084#173888#914227,0
60950#1033746#46596,0
410358#619810#460532,1
65557#989149#91193,0
425255#956471#123871,0
322288#719236#361106,0
144516#525820#554522,0
148923#383516#696337,1
167880#844166#236176,0
451477#160562#927543,1
468201#358921#720937,1
160141#804315#276027,0
452226#329427#751272,1
214489#691919#388423,0
77755#830818#249524,1
132378#1031816#48526,0
409064#327612#755519,1
558841#807026#273316,0
225407#1008824#71518,1
15901#729630#350712,1
481884#93722#994053,0
299059#235611#847281,0
295750#605573#474769,0
107494#692236#388106,1
2078#296900#786201,1
221748#846754#233588,0
325286#419909#660083,1
153619#170048#918083,0
162415#247957#835045,1
227983#429752#650250,1
230436#735270#345072,1
229124#759386#320956,0
18463#1048364#31978,0
257642#991615#88727,1
116298#667007#413335,0
576555#404169#675752,1
535682#461442#618898,0
5840#519755#560587,0
208460#672370#407972,0
164359#886300#194042,0
303268#585934#494408,1
195590#699491#380851,1
280945#635573#444769,0
533837#646319#434023,0
522141#616479#463863,0
283685#713877#366465,1
136491#421932#658053,0
108331#124662#963163,1
154262#839797#240545,1
526330#517794#562548,0
316641#775031#305311,0
406908#529834#550508,0
75519#231656#851177,0
417642#1076433#3909,1
512663#140796#947310,1
495265#816581#263761,1
486121#686485#393857,0
136041#1078505#1837,0
617660#185833#902315,1
430743#994320#86022,0
507049#373602#706251,0
318467#965698#114644,0
454326#463848#616494,1
276814#467445#612897,0
444367#959928#120414,0
494260#459300#621041,0
120585#948909#131433,1
632671#264131#818857,1
134814#1057176#23166,1
59992#772209#308133,1
496878#561864#518478,0
505081#835507#244835,0
589738#235456#847430,1
327019#177006#911102,0
249901#786435#293907,1
454339#255962#827022,1
264024#92958#994809,1
126897#544738#535604,0
607550#61686#1043296,0
348450#305690#777418,0
628837#805216#275126,1
359584#982005#98337,0
164242#154937#933177,1
199432#979235#101107,1
15993#612950#467392,0
329065#868752#211590,0
109475#223468#859328,1
608602#445893#634438,1
234533#133176#954787,0
126533#770451#309891,1
145937#292019#791042,0
387523#826439#253903,0
116667#482453#597889,1
243831#947862#132480,0
275121#840458#239884,0
549979#382560#697289,1
474546#618358#461984,1
170665#421554#658435,1
551165#721071#359271,1
244676#982985#97357,1
295198#406783#673142,0
355391#193677#894574,0
198307#142110#945990,1
90499#702649#377693,0
171613#540034#540308,1
211377#468915#611427,0
177727#337176#743429,1
612127#700146#380196,0
93442#425497#654480,0
95372#382278#697576,1
169698#108392#979404,1
475759#811027#269315,1
142960#894737#185605,0
187600#690210#390132,0
236422#90633#1014705,0
526252#543371#536971,1
135263#1061634#18708,0
156365#548116#532226,0
75960#614482#465860,1
405408#423007#656978,0
507638#560486#519856,1
277141#641887#438455,0
628808#592712#487630,0
236627#188606#899567,1
148273#353180#726688,1
481122#702422#377920,0
177713#189819#898415,0
286607#851285#229057,1
100067#643838#436504,0
32945#277026#806003,0
386997#907562#172780,1
107543#93559#994212,1
314836#959336#121006,0
26106#284195#798860,1
289623#362927#716928,0
357233#697756#382586,0
154411#753828#326514,1
520491#369351#710507,0
76050#833239#247103,0
38426#873658#206684,0
493494#188920#899273,0
328167#190487#897750,0
501054#37166#1067894,1
241412#1009401#70941,0
182604#511174#569168,0
501677#685502#394840,0
12713#344954#735725,1
549305#359672#720191,1
10251#1023309#57033,0
599275#542890#537452,1
118213#875652#204690,0
383553#305379#777725,1
394916#837995#242347,0
162802#591069#489273,1
633425#74256#1030793,0
391508#274646#808374,1
450644#823295#257047,1
435663#452794#627558,1
357883#1038661#41681,1
208568#575412#504930,0
29082#345319#735365,0
299615#753379#326963,1
342940#385089#694768,1
553365#872837#207505,0
450685#283251#799804,0
107452#300496#782616,1
296479#486913#593429,1
406611#555044#525298,1
230944#959874#120468,0
328999#62402#1042586,1
108547#639510#440832,0
45986#983716#96626,0
190716#1048106#32236,0
216676#795281#285061,0
369942#345307#735377,1
302037#857230#223112,1
283398#682598#397744,0
326205#873537#206805,0
